jerseyid,orderid,jerseyname,jerseynumber,team,jerseytype,jerseyyear,jerseysize,jerseyprice,quantitysold,datesold
295,115,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,XL,119.99,2,2019-12-11
296,115,Lamar Jackson,8,Baltimore Ravens,Home,2021,M,129.99,2,2019-12-11
297,116,Lamar Jackson,8,Baltimore Ravens,Home,2024,XXL,129.99,3,2019-05-22
298,116,Amon-Ra St. Brown,14,Detroit Lions,Home,2022,L,149.99,3,2019-05-22
299,117,Jordan Love,10,Green Bay Packers,Home,2020,S,129.99,3,2024-08-19
300,117,CeeDee Lamb,88,Dallas Cowboys,Away,2023,S,129.99,3,2024-08-19
301,117,Lamar Jackson,8,Baltimore Ravens,Away,2025,M,129.99,1,2024-08-19
302,118,Jalen Hurts,1,Philadelphia Eagles,Away,2019,S,119.99,1,2023-01-09
303,118,Jordan Love,10,Green Bay Packers,Home,2019,XXL,149.99,1,2023-01-09
304,118,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,M,139.99,3,2023-01-09
305,119,Christian McCaffrey,23,San Francisco 49ers,Away,2021,M,129.99,3,2019-03-31
306,120,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,XL,119.99,1,2022-07-23
307,120,Jordan Love,10,Green Bay Packers,Away,2025,XXL,129.99,3,2022-07-23
308,121,DK Metcalf,14,Seattle Seahawks,Home,2020,S,139.99,2,2020-07-30
309,122,Jalen Hurts,1,Philadelphia Eagles,Away,2019,S,139.99,1,2023-04-30
310,122,Christian McCaffrey,23,San Francisco 49ers,Away,2019,S,139.99,1,2023-04-30
311,123,Jalen Hurts,1,Philadelphia Eagles,Home,2019,L,129.99,1,2019-11-04
312,123,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,XXL,139.99,3,2019-11-04
313,123,DK Metcalf,14,Seattle Seahawks,Away,2020,S,119.99,2,2019-11-04
314,123,Jordan Love,10,Green Bay Packers,Alternate,2025,XL,129.99,1,2019-11-04
315,124,Joe Burrow,9,Cincinnati Bengals,Away,2024,L,119.99,3,2019-12-25
316,124,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,L,149.99,2,2019-12-25
317,124,Jalen Hurts,1,Philadelphia Eagles,Away,2019,L,149.99,2,2019-12-25
318,124,DK Metcalf,14,Seattle Seahawks,Home,2025,L,119.99,1,2019-12-25
319,125,Joe Burrow,9,Cincinnati Bengals,Away,2019,XL,119.99,3,2022-11-09
320,125,Jordan Love,10,Green Bay Packers,Alternate,2025,XXL,129.99,1,2022-11-09
321,126,Josh Allen,17,Buffalo Bills,Home,2022,XXL,149.99,3,2021-05-17
322,126,Christian McCaffrey,23,San Francisco 49ers,Away,2023,XL,119.99,3,2021-05-17
323,126,Jordan Love,10,Green Bay Packers,Alternate,2023,XL,119.99,2,2021-05-17
324,127,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,XL,119.99,1,2025-08-05
325,127,DK Metcalf,14,Seattle Seahawks,Away,2020,XXL,149.99,1,2025-08-05
326,127,Lamar Jackson,8,Baltimore Ravens,Away,2024,M,119.99,3,2025-08-05
327,127,Joe Burrow,9,Cincinnati Bengals,Away,2021,S,139.99,2,2025-08-05
328,128,CeeDee Lamb,88,Dallas Cowboys,Away,2024,XL,139.99,1,2020-02-07
329,128,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,L,149.99,1,2020-02-07
330,128,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,M,129.99,1,2020-02-07
331,128,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,XL,119.99,2,2020-02-07
332,129,Christian McCaffrey,23,San Francisco 49ers,Home,2025,L,119.99,2,2024-03-16
333,129,Patrick Mahomes,15,Kansas City Chiefs,Away,2019,M,129.99,1,2024-03-16
334,129,CeeDee Lamb,88,Dallas Cowboys,Alternate,2020,L,149.99,3,2024-03-16
335,130,Christian McCaffrey,23,San Francisco 49ers,Away,2021,M,149.99,2,2020-06-25
336,130,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,XXL,119.99,1,2020-06-25
337,130,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,L,139.99,2,2020-06-25
338,130,Josh Allen,17,Buffalo Bills,Away,2019,L,139.99,3,2020-06-25
339,131,Joe Burrow,9,Cincinnati Bengals,Away,2021,XL,149.99,2,2022-05-08
340,132,DK Metcalf,14,Seattle Seahawks,Home,2022,M,139.99,3,2025-06-01
341,132,Amon-Ra St. Brown,14,Detroit Lions,Home,2024,L,119.99,1,2025-06-01
342,133,Joe Burrow,9,Cincinnati Bengals,Home,2023,S,149.99,3,2022-06-11
343,134,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,L,119.99,1,2020-09-09
344,134,Joe Burrow,9,Cincinnati Bengals,Away,2020,M,129.99,2,2020-09-09
345,134,Josh Allen,17,Buffalo Bills,Home,2023,XL,149.99,2,2020-09-09
346,134,Lamar Jackson,8,Baltimore Ravens,Away,2022,S,119.99,3,2020-09-09
347,135,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,M,119.99,1,2022-08-12
348,135,DK Metcalf,14,Seattle Seahawks,Away,2022,XXL,139.99,2,2022-08-12
349,135,Jalen Hurts,1,Philadelphia Eagles,Away,2022,L,129.99,1,2022-08-12
350,135,Lamar Jackson,8,Baltimore Ravens,Home,2020,M,129.99,1,2022-08-12
351,136,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,XL,149.99,2,2020-11-23
352,137,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,S,139.99,1,2024-04-27
353,138,CeeDee Lamb,88,Dallas Cowboys,Home,2019,S,119.99,3,2025-10-30
354,138,Joe Burrow,9,Cincinnati Bengals,Home,2019,XXL,119.99,3,2025-10-30
355,138,Josh Allen,17,Buffalo Bills,Away,2024,M,149.99,2,2025-10-30
356,139,Jalen Hurts,1,Philadelphia Eagles,Away,2021,XL,139.99,3,2020-02-13
357,139,Josh Allen,17,Buffalo Bills,Away,2025,L,129.99,1,2020-02-13
358,140,Jordan Love,10,Green Bay Packers,Away,2025,XXL,149.99,1,2022-01-18
359,140,Jordan Love,10,Green Bay Packers,Away,2025,L,119.99,3,2022-01-18
360,140,Jalen Hurts,1,Philadelphia Eagles,Away,2022,S,149.99,2,2022-01-18
361,140,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,L,119.99,3,2022-01-18
362,141,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,S,129.99,3,2025-05-03
363,141,Joe Burrow,9,Cincinnati Bengals,Away,2025,M,119.99,2,2025-05-03
364,142,Joe Burrow,9,Cincinnati Bengals,Away,2021,S,149.99,3,2022-02-13
365,143,Joe Burrow,9,Cincinnati Bengals,Away,2021,S,129.99,2,2023-08-16
366,143,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,XXL,149.99,3,2023-08-16
367,144,Joe Burrow,9,Cincinnati Bengals,Home,2025,XL,119.99,2,2020-02-04
368,144,Jordan Love,10,Green Bay Packers,Home,2020,S,149.99,1,2020-02-04
369,145,Joe Burrow,9,Cincinnati Bengals,Home,2023,S,149.99,3,2022-10-16
370,145,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,M,129.99,3,2022-10-16
371,146,Joe Burrow,9,Cincinnati Bengals,Home,2020,XL,139.99,3,2025-09-25
372,146,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,XXL,129.99,1,2025-09-25
373,146,CeeDee Lamb,88,Dallas Cowboys,Alternate,2024,L,139.99,3,2025-09-25
374,147,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,S,149.99,1,2025-01-31
375,147,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,M,139.99,1,2025-01-31
376,147,DK Metcalf,14,Seattle Seahawks,Alternate,2021,M,119.99,3,2025-01-31
377,147,DK Metcalf,14,Seattle Seahawks,Home,2025,XXL,119.99,2,2025-01-31
378,148,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,S,139.99,1,2025-04-20
379,148,Jordan Love,10,Green Bay Packers,Away,2025,M,139.99,3,2025-04-20
380,148,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,M,129.99,2,2025-04-20
381,148,Joe Burrow,9,Cincinnati Bengals,Home,2024,S,129.99,1,2025-04-20
382,149,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XXL,139.99,2,2019-06-16
383,149,Jordan Love,10,Green Bay Packers,Alternate,2021,S,139.99,3,2019-06-16
384,150,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,XL,119.99,1,2019-10-07
385,150,Christian McCaffrey,23,San Francisco 49ers,Away,2020,XXL,129.99,1,2019-10-07
386,150,Christian McCaffrey,23,San Francisco 49ers,Away,2025,S,149.99,2,2019-10-07
387,151,Josh Allen,17,Buffalo Bills,Home,2024,M,149.99,1,2024-10-18
388,152,DK Metcalf,14,Seattle Seahawks,Away,2022,XL,149.99,2,2023-11-18
389,152,Christian McCaffrey,23,San Francisco 49ers,Home,2022,S,119.99,3,2023-11-18
390,153,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,XXL,129.99,1,2025-07-26
391,153,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,M,139.99,3,2025-07-26
392,153,Christian McCaffrey,23,San Francisco 49ers,Home,2023,XXL,129.99,1,2025-07-26
393,153,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,XXL,149.99,3,2025-07-26
394,154,Jalen Hurts,1,Philadelphia Eagles,Alternate,2025,XXL,119.99,3,2021-05-10
395,155,Jordan Love,10,Green Bay Packers,Home,2020,L,149.99,2,2022-04-05
396,155,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,L,129.99,3,2022-04-05
397,155,Jordan Love,10,Green Bay Packers,Away,2025,L,149.99,1,2022-04-05
398,156,Jalen Hurts,1,Philadelphia Eagles,Alternate,2023,S,139.99,1,2021-06-26
399,157,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,M,139.99,2,2019-11-10
400,157,CeeDee Lamb,88,Dallas Cowboys,Alternate,2024,L,129.99,2,2019-11-10
401,157,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,XL,139.99,3,2019-11-10
402,158,CeeDee Lamb,88,Dallas Cowboys,Away,2020,S,139.99,2,2020-11-10
403,159,Jordan Love,10,Green Bay Packers,Alternate,2023,M,149.99,3,2021-04-26
404,159,Lamar Jackson,8,Baltimore Ravens,Away,2023,S,139.99,2,2021-04-26
405,159,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,L,139.99,2,2021-04-26
406,160,Lamar Jackson,8,Baltimore Ravens,Away,2024,S,149.99,3,2024-08-17
407,160,Joe Burrow,9,Cincinnati Bengals,Away,2020,XXL,129.99,3,2024-08-17
408,161,Jordan Love,10,Green Bay Packers,Alternate,2024,S,139.99,1,2019-06-26
409,161,CeeDee Lamb,88,Dallas Cowboys,Away,2023,XL,149.99,1,2019-06-26
410,161,CeeDee Lamb,88,Dallas Cowboys,Away,2023,M,129.99,3,2019-06-26
411,161,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,L,149.99,3,2019-06-26
412,162,Jordan Love,10,Green Bay Packers,Alternate,2019,XXL,119.99,1,2023-03-30
413,162,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XXL,119.99,3,2023-03-30
414,162,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,L,119.99,3,2023-03-30
415,162,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,XL,149.99,2,2023-03-30
416,163,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,S,119.99,2,2023-10-09
417,164,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,XXL,149.99,1,2023-01-23
418,164,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,XL,139.99,2,2023-01-23
419,165,Jalen Hurts,1,Philadelphia Eagles,Away,2024,S,119.99,1,2023-06-19
420,166,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,XL,119.99,1,2019-12-28
421,167,Lamar Jackson,8,Baltimore Ravens,Away,2024,XL,149.99,3,2019-05-18
422,167,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,S,119.99,3,2019-05-18
423,167,DK Metcalf,14,Seattle Seahawks,Alternate,2025,XXL,139.99,2,2019-05-18
424,168,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,XL,149.99,3,2021-03-07
425,168,Joe Burrow,9,Cincinnati Bengals,Home,2025,L,149.99,3,2021-03-07
426,168,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,S,149.99,1,2021-03-07
427,169,Josh Allen,17,Buffalo Bills,Alternate,2020,XL,139.99,2,2021-06-21
428,169,CeeDee Lamb,88,Dallas Cowboys,Alternate,2021,M,129.99,2,2021-06-21
429,169,CeeDee Lamb,88,Dallas Cowboys,Home,2024,M,139.99,1,2021-06-21
430,170,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,XL,139.99,2,2025-12-08
431,170,Jalen Hurts,1,Philadelphia Eagles,Alternate,2021,XL,129.99,3,2025-12-08
432,170,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,149.99,3,2025-12-08
433,170,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2021,XL,129.99,2,2025-12-08
434,171,Joe Burrow,9,Cincinnati Bengals,Alternate,2021,L,129.99,2,2022-07-16
435,171,Lamar Jackson,8,Baltimore Ravens,Home,2022,L,139.99,2,2022-07-16
436,171,DK Metcalf,14,Seattle Seahawks,Away,2020,XXL,129.99,3,2022-07-16
437,172,Joe Burrow,9,Cincinnati Bengals,Home,2025,XXL,139.99,2,2022-01-10
438,172,DK Metcalf,14,Seattle Seahawks,Away,2023,XXL,119.99,2,2022-01-10
439,172,Josh Allen,17,Buffalo Bills,Alternate,2020,S,129.99,2,2022-01-10
440,172,Joe Burrow,9,Cincinnati Bengals,Alternate,2019,XL,139.99,2,2022-01-10
441,173,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XXL,149.99,3,2025-04-02
442,173,Joe Burrow,9,Cincinnati Bengals,Home,2022,XXL,139.99,2,2025-04-02
443,173,Jalen Hurts,1,Philadelphia Eagles,Home,2024,L,149.99,3,2025-04-02
444,174,Jordan Love,10,Green Bay Packers,Alternate,2022,XL,129.99,1,2019-10-20
445,174,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,M,139.99,3,2019-10-20
446,174,Josh Allen,17,Buffalo Bills,Home,2020,XL,119.99,1,2019-10-20
447,175,CeeDee Lamb,88,Dallas Cowboys,Alternate,2021,XL,129.99,1,2019-08-09
448,175,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,S,139.99,2,2019-08-09
449,176,Christian McCaffrey,23,San Francisco 49ers,Away,2023,M,119.99,2,2022-01-20
450,176,DK Metcalf,14,Seattle Seahawks,Away,2022,L,129.99,2,2022-01-20
451,176,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,M,139.99,2,2022-01-20
452,177,Lamar Jackson,8,Baltimore Ravens,Home,2020,XL,149.99,1,2024-07-07
453,177,DK Metcalf,14,Seattle Seahawks,Home,2022,M,139.99,2,2024-07-07
454,177,Amon-Ra St. Brown,14,Detroit Lions,Away,2022,M,119.99,1,2024-07-07
455,177,Jalen Hurts,1,Philadelphia Eagles,Away,2019,XL,149.99,2,2024-07-07
456,178,Josh Allen,17,Buffalo Bills,Home,2019,XL,129.99,2,2022-08-06
457,178,Lamar Jackson,8,Baltimore Ravens,Away,2025,XL,139.99,2,2022-08-06
458,179,Lamar Jackson,8,Baltimore Ravens,Away,2020,S,129.99,2,2020-08-21
459,179,Josh Allen,17,Buffalo Bills,Alternate,2024,M,149.99,2,2020-08-21
460,180,Lamar Jackson,8,Baltimore Ravens,Away,2019,M,139.99,3,2019-06-22
461,180,Josh Allen,17,Buffalo Bills,Away,2025,M,119.99,1,2019-06-22
462,181,Jalen Hurts,1,Philadelphia Eagles,Alternate,2023,S,129.99,2,2025-09-08
463,181,CeeDee Lamb,88,Dallas Cowboys,Away,2023,L,149.99,3,2025-09-08
464,181,CeeDee Lamb,88,Dallas Cowboys,Home,2024,XL,139.99,3,2025-09-08
465,182,Josh Allen,17,Buffalo Bills,Alternate,2020,XL,139.99,2,2024-06-10
466,182,Amon-Ra St. Brown,14,Detroit Lions,Away,2022,S,149.99,3,2024-06-10
467,183,Jordan Love,10,Green Bay Packers,Away,2021,XL,139.99,1,2023-01-31
468,183,Josh Allen,17,Buffalo Bills,Alternate,2024,S,119.99,1,2023-01-31
469,184,Christian McCaffrey,23,San Francisco 49ers,Home,2023,S,119.99,1,2020-03-14
470,185,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,S,129.99,3,2019-09-06
471,186,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,139.99,3,2024-11-25
472,187,Jordan Love,10,Green Bay Packers,Alternate,2020,XL,139.99,2,2023-12-20
473,187,Joe Burrow,9,Cincinnati Bengals,Away,2022,S,119.99,2,2023-12-20
474,188,Josh Allen,17,Buffalo Bills,Home,2022,L,129.99,1,2020-07-07
475,188,DK Metcalf,14,Seattle Seahawks,Away,2023,M,129.99,2,2020-07-07
476,189,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,XXL,149.99,1,2023-06-26
477,189,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,XL,149.99,1,2023-06-26
478,189,CeeDee Lamb,88,Dallas Cowboys,Alternate,2024,XXL,119.99,3,2023-06-26
479,190,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XL,129.99,1,2024-11-17
480,191,Joe Burrow,9,Cincinnati Bengals,Away,2024,XXL,129.99,3,2025-05-29
481,191,Jordan Love,10,Green Bay Packers,Alternate,2023,M,129.99,1,2025-05-29
482,192,Jordan Love,10,Green Bay Packers,Away,2023,M,149.99,1,2025-06-17
483,192,CeeDee Lamb,88,Dallas Cowboys,Home,2024,L,129.99,3,2025-06-17
484,192,Josh Allen,17,Buffalo Bills,Home,2024,S,129.99,3,2025-06-17
485,193,Jordan Love,10,Green Bay Packers,Alternate,2020,S,149.99,3,2022-11-07
486,193,Amon-Ra St. Brown,14,Detroit Lions,Home,2021,M,119.99,2,2022-11-07
487,193,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,L,119.99,2,2022-11-07
488,193,Patrick Mahomes,15,Kansas City Chiefs,Home,2022,L,139.99,1,2022-11-07
489,194,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,S,129.99,3,2023-05-03
490,194,DK Metcalf,14,Seattle Seahawks,Away,2022,XL,129.99,1,2023-05-03
491,194,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,L,139.99,1,2023-05-03
492,194,Amon-Ra St. Brown,14,Detroit Lions,Away,2025,S,139.99,2,2023-05-03
493,195,Jordan Love,10,Green Bay Packers,Home,2022,L,139.99,2,2021-07-12
494,195,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,M,129.99,1,2021-07-12
495,196,Lamar Jackson,8,Baltimore Ravens,Away,2021,XL,139.99,1,2023-10-28
496,196,CeeDee Lamb,88,Dallas Cowboys,Home,2020,M,119.99,3,2023-10-28
497,196,Jordan Love,10,Green Bay Packers,Away,2023,XXL,129.99,3,2023-10-28
498,197,Jalen Hurts,1,Philadelphia Eagles,Home,2020,M,119.99,2,2019-04-17
499,197,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,M,129.99,1,2019-04-17
500,197,Josh Allen,17,Buffalo Bills,Home,2022,XXL,149.99,3,2019-04-17
501,197,Christian McCaffrey,23,San Francisco 49ers,Away,2020,XL,149.99,1,2019-04-17
502,198,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,XL,119.99,3,2022-07-05
503,199,Joe Burrow,9,Cincinnati Bengals,Alternate,2022,S,119.99,1,2019-07-21
504,199,Jordan Love,10,Green Bay Packers,Alternate,2023,M,149.99,2,2019-07-21
505,200,Josh Allen,17,Buffalo Bills,Alternate,2022,L,119.99,3,2021-01-02
506,201,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,L,149.99,2,2020-10-16
507,201,Jalen Hurts,1,Philadelphia Eagles,Home,2020,M,119.99,3,2020-10-16
508,202,CeeDee Lamb,88,Dallas Cowboys,Alternate,2021,XXL,129.99,1,2024-07-31
509,203,DK Metcalf,14,Seattle Seahawks,Alternate,2024,XXL,129.99,2,2022-11-30
510,203,Jordan Love,10,Green Bay Packers,Away,2019,S,139.99,2,2022-11-30
511,204,Josh Allen,17,Buffalo Bills,Alternate,2024,XXL,119.99,2,2023-10-17
512,205,Jordan Love,10,Green Bay Packers,Home,2024,L,129.99,1,2025-10-29
513,205,Josh Allen,17,Buffalo Bills,Home,2022,S,129.99,3,2025-10-29
514,206,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,L,139.99,2,2022-09-29
515,206,Jordan Love,10,Green Bay Packers,Alternate,2019,M,129.99,2,2022-09-29
516,206,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,XL,119.99,3,2022-09-29
517,207,CeeDee Lamb,88,Dallas Cowboys,Alternate,2024,L,139.99,1,2024-03-01
518,208,Lamar Jackson,8,Baltimore Ravens,Home,2022,M,139.99,2,2022-10-21
519,208,DK Metcalf,14,Seattle Seahawks,Home,2023,L,129.99,1,2022-10-21
520,208,Christian McCaffrey,23,San Francisco 49ers,Home,2025,M,119.99,2,2022-10-21
521,209,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,XL,149.99,3,2024-08-10
522,209,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,L,119.99,3,2024-08-10
523,210,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XXL,139.99,2,2024-03-27
524,210,Josh Allen,17,Buffalo Bills,Away,2020,M,139.99,1,2024-03-27
525,211,DK Metcalf,14,Seattle Seahawks,Alternate,2021,XXL,149.99,1,2024-10-06
526,212,DK Metcalf,14,Seattle Seahawks,Away,2025,M,119.99,2,2019-07-26
527,212,Jordan Love,10,Green Bay Packers,Home,2019,XL,119.99,2,2019-07-26
528,212,DK Metcalf,14,Seattle Seahawks,Alternate,2024,XL,149.99,1,2019-07-26
529,213,Josh Allen,17,Buffalo Bills,Away,2022,XL,129.99,2,2021-11-22
530,213,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,M,119.99,2,2021-11-22
531,213,Josh Allen,17,Buffalo Bills,Away,2023,S,139.99,3,2021-11-22
532,213,Joe Burrow,9,Cincinnati Bengals,Away,2023,XL,129.99,3,2021-11-22
533,214,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,S,149.99,1,2024-05-29
534,214,Jordan Love,10,Green Bay Packers,Alternate,2022,L,119.99,2,2024-05-29
535,215,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,XL,139.99,2,2019-10-13
536,216,Jordan Love,10,Green Bay Packers,Alternate,2022,M,139.99,1,2021-03-12
537,217,Lamar Jackson,8,Baltimore Ravens,Away,2023,M,129.99,2,2019-01-04
538,217,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,139.99,2,2019-01-04
539,217,Jalen Hurts,1,Philadelphia Eagles,Away,2025,M,129.99,1,2019-01-04
540,217,Josh Allen,17,Buffalo Bills,Alternate,2019,M,149.99,3,2019-01-04
541,218,Jalen Hurts,1,Philadelphia Eagles,Away,2023,S,149.99,3,2020-07-16
542,218,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,L,149.99,3,2020-07-16
543,219,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,M,149.99,3,2019-06-05
544,220,DK Metcalf,14,Seattle Seahawks,Away,2020,S,139.99,3,2022-07-03
545,220,Jordan Love,10,Green Bay Packers,Away,2019,XL,129.99,3,2022-07-03
546,220,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2021,XXL,119.99,2,2022-07-03
547,221,Joe Burrow,9,Cincinnati Bengals,Away,2025,M,139.99,3,2024-09-01
548,221,CeeDee Lamb,88,Dallas Cowboys,Away,2020,XXL,119.99,2,2024-09-01
549,222,Josh Allen,17,Buffalo Bills,Home,2020,XL,149.99,2,2020-09-23
550,222,DK Metcalf,14,Seattle Seahawks,Away,2024,XXL,129.99,2,2020-09-23
551,222,Lamar Jackson,8,Baltimore Ravens,Away,2021,M,149.99,1,2020-09-23
552,223,DK Metcalf,14,Seattle Seahawks,Home,2021,XXL,149.99,2,2022-07-17
553,223,CeeDee Lamb,88,Dallas Cowboys,Alternate,2024,XXL,129.99,3,2022-07-17
554,223,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,M,139.99,3,2022-07-17
555,224,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,M,119.99,3,2019-02-18
556,225,Christian McCaffrey,23,San Francisco 49ers,Away,2020,S,139.99,1,2020-06-16
557,225,Lamar Jackson,8,Baltimore Ravens,Away,2021,S,139.99,2,2020-06-16
558,225,Jalen Hurts,1,Philadelphia Eagles,Away,2019,XL,129.99,3,2020-06-16
559,225,Lamar Jackson,8,Baltimore Ravens,Home,2024,XL,119.99,1,2020-06-16
560,226,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,L,129.99,3,2025-11-19
561,227,Josh Allen,17,Buffalo Bills,Alternate,2023,L,139.99,3,2019-01-16
562,227,DK Metcalf,14,Seattle Seahawks,Away,2019,S,139.99,3,2019-01-16
563,227,Christian McCaffrey,23,San Francisco 49ers,Home,2025,XL,139.99,3,2019-01-16
564,227,CeeDee Lamb,88,Dallas Cowboys,Home,2023,S,149.99,3,2019-01-16
565,228,Lamar Jackson,8,Baltimore Ravens,Home,2025,XXL,139.99,2,2023-05-17
566,228,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,S,139.99,1,2023-05-17
567,228,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XL,119.99,1,2023-05-17
568,228,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,XXL,129.99,3,2023-05-17
569,229,Josh Allen,17,Buffalo Bills,Away,2023,M,119.99,1,2019-06-01
570,229,Josh Allen,17,Buffalo Bills,Away,2023,XXL,129.99,1,2019-06-01
571,229,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XL,139.99,1,2019-06-01
572,230,Joe Burrow,9,Cincinnati Bengals,Home,2023,S,129.99,1,2022-08-10
573,230,Jordan Love,10,Green Bay Packers,Away,2025,M,119.99,2,2022-08-10
574,231,Lamar Jackson,8,Baltimore Ravens,Home,2020,XXL,119.99,3,2021-01-04
575,231,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,XXL,119.99,3,2021-01-04
576,231,DK Metcalf,14,Seattle Seahawks,Away,2022,S,129.99,1,2021-01-04
577,231,Josh Allen,17,Buffalo Bills,Alternate,2019,XXL,139.99,3,2021-01-04
578,232,Christian McCaffrey,23,San Francisco 49ers,Away,2020,XL,139.99,2,2021-05-02
579,233,Lamar Jackson,8,Baltimore Ravens,Home,2024,L,129.99,1,2020-03-03
580,233,Christian McCaffrey,23,San Francisco 49ers,Home,2019,M,149.99,1,2020-03-03
581,233,Lamar Jackson,8,Baltimore Ravens,Home,2019,XL,149.99,1,2020-03-03
582,234,Jordan Love,10,Green Bay Packers,Home,2021,M,119.99,2,2025-11-01
583,235,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,M,149.99,2,2022-11-08
584,236,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,XXL,119.99,2,2023-10-20
585,237,Josh Allen,17,Buffalo Bills,Home,2022,L,129.99,3,2020-02-06
586,237,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XXL,119.99,2,2020-02-06
587,238,Lamar Jackson,8,Baltimore Ravens,Away,2024,XXL,129.99,3,2023-07-19
588,238,Josh Allen,17,Buffalo Bills,Alternate,2021,S,139.99,1,2023-07-19
589,238,Josh Allen,17,Buffalo Bills,Away,2021,XL,119.99,2,2023-07-19
